MutationType	SP23435	SP112829	SP112947	SP112985	SP112925	SP112937	SP112989	SP111145	SP111143	SP125584	SP111144	SP116296	SP116254	SP116256	SP116274	SP116259	SP116290	SP116258	SP116261	SP23463	SP116268	SP23471	SP116266	SP116264	SP116269	SP116275	SP23447	SP116255	SP23455	SP23475	SP116227	SP116226	SP23443	SP116260	SP116280	SP116224	SP116249	SP116232	SP116251	SP116272	SP116286	SP116282	SP116288	SP23467	SP116263	SP116292	SP116248	SP116276	SP116265	SP116267	SP116253	SP23481	SP116233	SP116284	SP116270	SP116257	SP116298	SP116294	SP23439	SP23483	SP116262	SP116228	SP116222	SP23451	SP116247	SP116225	SP116273	SP116221	SP116271	SP23459	SP23479	SP116223	SP116229	SP23477	SP116252	SP116278	SP23431	SP116231	SP116250	SP112815	SP112799	SP112835	SP112955	SP112807	SP112953	SP112911	SP112847	SP112859	SP112919	SP102652	SP112981	SP102620	SP112987	SP112825	SP112967	SP102622	SP112785	SP112793	SP112963	SP112801	SP112997	SP112973	SP112819	SP112941	SP112965	SP112791	SP112949	SP112857	SP112843	SP112915	SP112837	SP112823	SP102633	SP112899	SP112893	SP112895	SP102626	SP112795	SP112927	SP112779	SP112975	SP112867	SP112903	SP112933	SP112869	SP112999	SP112939	SP112921	SP112901	SP112831	SP112891	SP112775	SP112897	SP112885	SP112789	SP102630	SP112971	SP112821	SP112813	SP112961	SP112977	SP112905	SP102647	SP112873	SP112959	SP112931	SP112865	SP113003	SP113001	SP112879	SP112945	SP112935	SP112863	SP112983	SP112809	SP112923	SP112853	SP113005	SP112957	SP112783	SP112943	SP112861	SP112917	SP112787	SP112995	SP112811	SP112797	SP112909	SP112781	SP112991	SP112907	SP112817	SP112993	SP112827	SP112855	SP112969	SP112883	SP112929	SP112833	SP112777	SP112887	SP112877	SP112871	SP112875	SP112913	SP112849	SP112881	SP112951	SP112845	SP114910	SP114906	SP114921	SP114901	SP114926	SP114974	SP114958	SP114935	SP114900	SP114941	SP114937	SP114945	SP114943	SP114949	SP114960	SP114962	SP114996	SP114987	SP114966	SP114903	SP114914	SP114944	SP114930	SP114946	SP114951	SP114953	SP114924	SP114957	SP114986	SP114971	SP114991	SP114992	SP114920	SP114898	SP114932	SP114934	SP114968	SP114982	SP114973	SP114908	SP114904	SP114918	SP114984	SP114994	SP114978	SP114912	SP114917	SP114980	SP114976	SP114916	SP125579	SP111131	SP111126	SP111146	SP111123	SP111127	SP111121	SP111156	SP111122	SP111129	SP111152	SP111154	SP111124	SP111128	SP111125	SP111130	SP106835	SP106834	SP106825	SP106841	SP106827	SP106833	SP106839	SP106840	SP106828	SP106829	SP106836	SP106837	SP80037	SP102690	SP80213	SP79939	SP109649	SP79988	SP80183	SP79971	SP80217	SP79968	SP80160	SP80244	SP79998	SP80216	SP80042	SP79907	SP79958	SP80205	SP80014
G[Del(T):R1]A	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	2	3	0	0	2	2	0	2	0	2	1	0	1	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	2	0	1	0	0	0	4	0	3	0	1	0	0	1	2	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	3	0	2	1	2	0	0	4	1	1	0	0	1	0	1	1	0	6	2	0	2	1	0	2	0	2	1	0	1	0	0	3	1	0	0	0	0	3	2	1	3	0	1	2	3	3	4	3	0	0	3	2	2	4	3	0	3	3	0	0	0	3	0	2	2	2	3	0	3	1	1	5	2	2	0	0	0	2	0	2	0	0	2	2	0	0	1	0	0	1	0	0	2	1	1	2	0	0	0	2	3	1	2	2	1	1	0	1	1	0	2	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0
G[Del(T):R1]C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	1	1	0	0	1	0	1	1	0	0	0	0	2	0	1	0	2	2	2	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	2	1	0	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3	2	1	1	3	1	3	4	5	4	5	3	3	7	3	2	8	2	0	4	1	2	2	4	2	3	1	1	2	2	0	2	1	1	9	1	2	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	2	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
G[Del(T):R1]G	2	1	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	2	1	0	1	0	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	2	0	1	0	1	0	0	0	2	0	0	1	0	0	2	1	0	1	0	2	0	0	4	1	2	2	1	1	0	0	1	5	1	2	0	2	2	1	2	1	0	0	6	1	0	3	1	0	1	3	0	2	1	2	1	1	0	1	1	1	1	0	1	0	0	0	1	2	0	4	3	1	1	1	1	1	1	1	0	0	1	1	0	4	2	1	1	2	0	1	1	2	0	0	0	1	0	2	1	1	0	2	2	1	3	1	0	2	0	1	2	0	1	0	0	0	0	1	1	0	2	0	0	1	1	1	8	1	0	0	1	1	1	3	3	4	4	9	1	5	3	3	5	1	1	3	2	5	4	1	7	1	1	0	3	3	1	1	0	0	4	1	0	1	1	1	1	3	1	1	1	2	0	1	0	0	1	1	2	1	1	2	1	5	2	2	0	3	0	1	0	0	4	0	0	0	2	2	0	3	0	0	1	0	0	0	0	0	0	1	0	3	0	1	0	2	0	1	1	1	0
G[Del(T):R2]A	2	3	1	0	4	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	3	1	1	4	1	0	0	2	0	0	2	1	2	1	0	1	1	0	0	2	2	0	3	0	0	0	1	0	2	0	0	2	1	1	3	0	2	0	0	0	0	0	0	1	1	0	1	1	2	0	1	0	2	1	0	0	1	1	0	0	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	2	4	0	1	1	1	1	1	0	2	1	0	0	0	0	1	0	0	0	1	1	3	1	0	0	4	0	1	1	1	1	1	1	4	2	3	3	4	0	1	1	2	1	1	4	1	4	0	1	3	3	1	0	0	0	4	0	0	1	1	1	0	3	0	1	1	0	0	1	0	1	3	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	2	1	2	0	0	0	0	1	0	0	1	0	0	2	0	2	0	1	0	0	1	3	3	0	1
G[Del(T):R2]C	1	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	3	0	1	0	1	0	0	2	0	2	0	0	1	1	1	0	0	0	0	2	0	1	0	0	1	0	1	4	0	0	0	1	1	2	0	0	4	0	0	0	1	0	1	1	1	1	0	3	0	1	1	0	2	0	0	0	0	0	0	2	2	0	2	1	1	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	2	2	1	1	0	2	2	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	3	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	5	1	0	0	2	0	1	3	3	2	3	1	3	2	2	1	3	1	1	3	2	1	1	2	4	2	0	0	2	2	1	1	0	1	3	2	1	1	1	1	0	2	0	1	1	1	0	1	0	1	2	1	0	1	0	2	2	0	0	1	1	1	0	2	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R2]G	0	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2	1	0	2	0	1	0	1	1	0	0	1	0	1	0	2	0	2	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	3	0	2	0	1	1	1	0	3	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2	2	0	1	1	0	1	0	1	1	1	2	3	0	1	0	0	0	2	0	1	2	0	1	0	0	1	0	0	1	2	1	8	3	1	2	4	1	4	3	3	3	3	2	4	2	1	1	2	2	1	3	2	1	1	4	8	4	3	2	1	1	1	2	1	1	3	2	1	1	1	1	2	1	4	1	1	2	2	1	0	1	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	0	0	0	1	1	1	0	0	0
G[Del(T):R3]A	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2	0	2	1	0	0	0	2	1	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	3	0	0	0	0	1	1	1	1	1	0	0	2	0	0	2	0	0	0	2	2	1	0	2	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	2	2	0	3	0	1	0	0	0	1	1	1	1	1	0	1	0	2	0	2	1	0	0	2	0	2	0	0	0	3	1	0	1	0	1	0	0	2	1	0	0	0	1	0	0	0	4	4	2	0	1	1	1	1	0	3	1	0	0	3	1	0	0	2	2	0	0	3	0	1	0	0	1	0	0	3	4	1	1	1	1	2	3	3	3	3	1	1	2	0	0	4	3	0	3	2	2	1	1	3	1	1	1	0	0	0	4	1	1	4	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1
G[Del(T):R3]C	1	0	2	0	2	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2	0	0	0	1	3	0	0	1	1	0	1	3	1	0	0	0	2	1	3	1	0	0	1	0	1	0	1	3	4	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	2	1	1	1	0	1	1	2	5	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	1	0	1	3	0	1	1	1	1	1	1	3	3	2	2	2	1	1	1	1	1	1	2	1	3	1	1	2	2	2	1	0	0	2	1	1	0	3	1	1	2	2	2	2	1	1	2	0	0	1	0	1	2	0	2	1	0	0	3	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	2	0	6	0	0	0	0	1	3	0	0	0
G[Del(T):R3]G	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	2	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	2	0	1	1	2	0	0	0	0	1	0	1	0	0	3	0	1	0	0	2	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	3	0	1	2	0	1	1	0	1	1	0	1	1	2	2	0	2	0	0	4	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	3	1	0	2	1	0	1	4	5	5	4	1	1	5	4	4	5	1	1	5	2	2	1	1	3	1	2	2	4	4	1	1	0	1	6	2	2	2	1	1	2	6	2	1	1	2	2	1	0	1	1	0	1	1	0	1	2	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	5	0	0
G[Del(T):R4]A	0	0	0	0	0	1	1	1	1	0	1	0	1	2	2	1	0	3	0	1	1	0	1	1	1	2	0	2	2	0	0	1	0	1	5	0	0	0	1	2	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	2	0	0	3	0	1	1	3	1	0	0	1	0	0	0	1	0	5	0	2	0	0	1	0	2	2	1	2	5	1	0	2	0	3	1	1	2	0	1	0	1	4	2	2	3	2	0	2	1	1	1	0	1	0	1	0	2	0	0	2	0	1	1	1	1	2	1	0	1	3	0	1	1	2	1	2	2	1	0	1	5	2	0	0	1	0	1	1	0	0	1	0	2	1	2	0	0	1	2	1	2	0	0	2	0	1	3	1	1	0	0	2	1	1	1	2	13	1	1	0	1	0	1	0	0	0	0	0	2	1	3	1	0	0	4	4	3	4	0	0	3	0	4	6	7	6	6	0	3	6	4	4	6	4	3	7	1	0	0	2	3	3	0	0	4	4	3	4	0	0	5	0	0	3	3	3	0	4	0	3	4	0	0	3	0	2	4	1	2	1	0	1	1	1	0	1	1	0	1	0	0	1	6	0	1	0	0	0	0	3	0	1	2	0	0	0	1	1	1	2	0	3	0	1	0	0	0	3	1	0	0
G[Del(T):R4]C	1	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	4	0	4	1	0	2	0	0	1	1	1	1	1	0	0	0	1	2	0	0	0	2	3	2	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	1	0	1	2	0	0	2	3	0	2	2	1	0	1	2	1	0	1	1	0	1	1	0	1	1	0	3	0	0	0	1	1	0	0	1	0	0	2	1	5	1	0	0	2	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	2	2	0	2	1	0	2	4	4	4	4	0	1	0	3	3	0	3	0	4	1	0	0	2	2	1	2	2	1	2	1	3	2	1	0	2	2	0	0	0	2	2	1	0	0	2	2	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0
G[Del(T):R4]G	2	1	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	1	1	1	1	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	2	4	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	1	2	2	0	0	0	1	4	0	0	4	1	0	0	0	1	0	0	0	1	1	3	1	0	0	1	1	1	1	0	2	1	2	0	0	2	1	0	0	2	0	0	2	0	1	2	1	2	1	0	1	0	0	0	2	0	0	1	0	2	0	0	0	2	0	1	0	0	1	1	0	0	1	1	2	0	0	1	2	0	1	0	3	1	1	0	0	2	3	1	2	0	0	0	0	0	1	0	0	2	1	1	2	2	0	2	2	0	3	3	2	2	2	0	3	5	2	3	6	2	1	2	0	0	0	2	2	2	2	2	2	3	2	2	0	0	6	2	2	1	2	1	1	3	2	1	1	2	2	1	0	0	1	2	2	0	0	1	0	0	0	1	2	1	0	0	0	0	1	0	1	0	1	1	0	2	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	1	0	1	1	0	0
G[Del(T):R5]A	3	2	1	0	1	0	0	1	2	0	3	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	3	0	0	0	4	0	0	2	2	1	1	0	2	1	3	3	3	0	0	3	1	1	4	2	1	0	0	2	0	0	0	1	1	1	0	1	3	3	3	0	1	1	1	2	1	2	0	0	2	1	0	3	3	2	0	1	3	0	2	1	0	0	1	1	0	1	0	0	0	0	0	3	1	0	0	0	2	0	2	3	1	0	0	0	3	1	4	2	11	1	0	0	0	2	4	1	0	1	0	0	0	2	0	0	0	1	4	3	4	1	1	1	2	1	1	5	7	6	6	0	4	3	3	3	1	0	3	6	2	0	0	3	2	2	1	1	4	3	2	0	2	1	1	1	1	3	3	3	1	4	2	4	2	1	2	3	0	1	2	1	1	2	0	0	0	2	2	1	2	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	2	1	0
G[Del(T):R5]C	1	3	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0	3	0	1	0	0	0	0	2	2	0	0	0	0	1	1	1	0	0	0	1	3	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	1	1	2	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	2	0	3	0	0	1	2	0	0	13	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	2	2	1	2	2	1	1	2	2	1	1	2	0	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	2	1	0	0	1	1	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0
G[Del(T):R5]G	0	2	0	0	3	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	4	0	0	1	0	1	1	0	1	1	0	1	0	1	3	0	0	0	0	1	2	1	2	0	0	0	1	0	0	2	0	1	1	1	1	1	0	0	0	0	0	1	0	3	1	0	2	0	2	0	0	0	0	1	1	0	0	1	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	5	1	0	1	2	0	0	2	1	2	2	1	0	0	0	1	5	7	0	0	1	0	0	1	0	1	2	0	0	2	1	0	0	0	0	1	0	3	2	0	1	4	0	3	1	2	2	2	1	4	2	4	4	3	0	0	1	2	0	1	3	2	4	3	1	4	4	1	1	0	0	1	1	1	0	1	0	1	3	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
G[Del(T):R6]A	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	3	1	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	2	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	7	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	2	1	1	3	1	0	0	0	0	1	1	3	0	1	1	0	1	1	0	2	1	1	4	1	3	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	0	3	1	1	0	1	0	0	1	0	0	2	0	0	0	0	0	1	2	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
G[Del(T):R6]C	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	2	0	0	0	2	2	1	0	0	0	0	0	0	2	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	3	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	2	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	1	1	0	0	0	0	0	6	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	3	1	2	1	0	2	1	1	1	1	1	1	0	2	0	0	1	0	1	1	2	1	2	0	1	0	1	1	0	0	0	1	2	2	1	1	1	1	0	0	2	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0
G[Del(T):R6]G	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	1	4	1	1	0	0	1	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	1	2	3	1	2	0	1	3	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	5	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	3	2	1	1	2	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4	0	0
G[Del(T):R7]A	0	0	1	0	0	0	0	0	0	0	1	0	2	3	0	1	0	2	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	2	0	3	2	0	2	1	3	3	3	1	2	2	4	3	2	2	1	3	0	0	0	3	1	3	2	2	3	2	3	2	0	0	2	3	3	2	3	1	3	3	2	2	2	3	3	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R7]C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	2	0	0	8	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	2	1	2	4	2	6	4	2	4	3	3	3	0	5	3	0	1	4	2	2	3	2	0	0	4	0	5	2	2	0	1	2	2	4	3	5	3	3	2	2	2	3	0	2	2	2	3	3	2	0	1	0	0	1	1	0	0	0	4	1	1	0	0	3	0	0	0	3	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
G[Del(T):R7]G	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	3	2	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	3	0	2	2	6	1	0	0	0	1	1	0	6	0	1	1	0	0	0	0	1	0	0	5	2	7	1	1	1	1	4	0	1	1	0	1	2	0	2	1	1	1	1	2	2	2	2	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
